"","id","x","y","HBWID","focal","ncell","area","neighbours","nothing","biome_area_1","biome_area_2","biome_area_3","biome_area_4","biome_area_5","biome_area_6","biome_area_7","biome_area_8","biome_area_9","biome_area_10","biome_area_11","biome_area_12","biome_area_13","biome_area_14","LC_0","LC_1","LC_2","LC_3","LC_4","LC_5","LC_6","LC_7","LC_8","LC_9","LC_10","LC_11","LC_12","LC_13","LC_14","LC_15","LC_16","srTotal","srCarnivore","srOmnivore","srHerbivore","srNonthreatened","srThreatened","lt10kg","lt100kg","gt100kg","rs1","rs2","rs3","nocturnal","crepuscular","diurnal","crep_diurn","noct_crep_diurn","noct_crep","nothing","biome_1","biome_2","biome_3","biome_4","biome_5","biome_6","biome_7","biome_8","biome_9","biome_10","biome_11","biome_12","biome_13","biome_14","LC_sp_0","LC_sp_1","LC_sp_2","LC_sp_3","LC_sp_4","LC_sp_5","LC_sp_6","LC_sp_7","LC_sp_8","LC_sp_9","LC_sp_10","LC_sp_11","LC_sp_12","LC_sp_13","LC_sp_14","LC_sp_15","LC_sp_16","h_mean","h_pc0","fer_mean","fer_pc","irr_area_p","rice_ha","cereal_ha","wheat_ha","maize_ha","oil_p_ha","soy_ha","h_mean_cut","fer_mean_cut","fer_pc_cut","irr_area_p_cut","rice_ha_cut","cereal_ha_cut","wheat_ha_cut","maize_ha_cut","oil_p_ha_cut","soy_ha_cut"
"1",1,25.5,17.47459,14246,11,121,1496080.3,"12441,12442,12443,12444,12445,12446,12447,12448,12449,12450,12451,12801,12802,12803,12804,12805,12806,12807,12808,12809,12810,12811,13161,13162,13163,13164,13165,13166,13167,13168,13169,13170,13171,13521,13522,13523,13524,13525,13526,13527,13528,13529,13530,13531,13881,13882,13883,13884,13885,13886,13887,13888,13889,13890,13891,14241,14242,14243,14244,14245,14246,14247,14248,14249,14250,14251,14601,14602,14603,14604,14605,14606,14607,14608,14609,14610,14611,14961,14962,14963,14964,14965,14966,14967,14968,14969,14970,14971,15321,15322,15323,15324,15325,15326,15327,15328,15329,15330,15331,15681,15682,15683,15684,15685,15686,15687,15688,15689,15690,15691,16041,16042,16043,16044,16045,16046,16047,16048,16049,16050,16051",0,0,0,0,0,0,0,853136.7,0,0,0,642943.6,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,296743.2,0,0,0,12364.3,0,1174608.5,111,45,41,24,99,7,86,20,5,4,4,103,65,0,8,9,8,21,0,0,0,0,0,0,0,48,0,0,0,104,0,0,0,0,0,0,0,0,0,0,57,0,0,99,0,0,0,53,0,74,0.103090045619835,40.8662671900826,0.0811088273966942,28.9772723966942,0.0469878219008264,1e-04,0.0158652798021488,4.94719499173554e-05,0.000140482651735537,0,0,"Low","Low","Medium","Low","Low","Low","Low","Low",NA,NA
"2",2,31.5,11.27734,16412,3,9,111278.7,"16051,16052,16053,16411,16412,16413,16771,16772,16773",0,0,0,0,0,0,0,0,0,0,0,111278.7,0,0,0,0,0,0,0,0,0,0,0,0,37092.9,37092.9,0,37092.9,0,0,0,0,104,56,26,21,98,4,82,17,5,2,4,98,67,0,10,2,11,14,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,97,79,0,87,0,0,0,0,0.320349777777778,100,0.316728444444444,100,0.302104,1e-04,0.104897833333333,0.00146759333333333,0.000731303666666667,0,0,"Medium","Low","High","Low","Low","Medium","Low","Low",NA,NA
"3",3,16.5,-19.1512,27197,11,97,1186183.51333,"NA,NA,25394,25395,25396,25397,25398,25399,25400,25401,25402,NA,25753,25754,25755,25756,25757,25758,25759,25760,25761,25762,NA,26113,26114,26115,26116,26117,26118,26119,26120,26121,26122,NA,26473,26474,26475,26476,26477,26478,26479,26480,26481,26482,NA,26833,26834,26835,26836,26837,26838,26839,26840,26841,26842,NA,NA,27194,27195,27196,27197,27198,27199,27200,27201,27202,NA,NA,27554,27555,27556,27557,27558,27559,27560,27561,27562,NA,NA,NA,27915,27916,27917,27918,27919,27920,27921,27922,NA,NA,NA,28275,28276,28277,28278,28279,28280,28281,28282,NA,NA,NA,NA,28636,28637,28638,28639,28640,28641,28642,NA,NA,NA,NA,28996,28997,28998,28999,29000,29001,29002",0,0,0,0,0,0,0,456689.81333,0,0,0,729493.7,0,0,0,0,0,0,0,0,0,0,403972.10878,148371.6,457479.1,74185.8,0,0,0,0,0,102174.90455,216,83,59,73,203,8,171,26,19,3,34,179,133,3,28,12,29,11,0,0,0,0,0,0,0,152,0,0,0,204,0,0,0,0,0,0,0,0,0,0,156,143,188,140,0,0,0,0,0,117,0.0518860406907216,85.7569638762887,0.00755695974845361,74.1723934020619,0.0143489911752577,1e-04,0.00320838403010309,0,0.00177842082536082,1.33216672164948e-05,0,"Low","Low","High","Low","Low","Low",NA,"Low","Low",NA
"4",4,-4.5,22.80239,12416,1,1,12364.3,"12416",0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,11,2,8,1,10,1,8,3,0,0,0,11,4,0,1,1,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"5",5,-68.5,3.20602,19192,11,121,1496080.3,"17387,17388,17389,17390,17391,17392,17393,17394,17395,17396,17397,17747,17748,17749,17750,17751,17752,17753,17754,17755,17756,17757,18107,18108,18109,18110,18111,18112,18113,18114,18115,18116,18117,18467,18468,18469,18470,18471,18472,18473,18474,18475,18476,18477,18827,18828,18829,18830,18831,18832,18833,18834,18835,18836,18837,19187,19188,19189,19190,19191,19192,19193,19194,19195,19196,19197,19547,19548,19549,19550,19551,19552,19553,19554,19555,19556,19557,19907,19908,19909,19910,19911,19912,19913,19914,19915,19916,19917,20267,20268,20269,20270,20271,20272,20273,20274,20275,20276,20277,20627,20628,20629,20630,20631,20632,20633,20634,20635,20636,20637,20987,20988,20989,20990,20991,20992,20993,20994,20995,20996,20997",0,0,0,0,0,0,0,0,0,0,0,61821.5,321471.8,1112787,0,0,0,1100422.7,0,0,0,0,0,12364.3,173100.2,185464.5,0,0,0,24728.6,0,0,392,124,152,115,322,29,374,15,3,29,79,284,287,1,44,5,31,24,0,0,0,0,0,0,0,0,0,0,0,293,391,273,0,0,0,390,0,0,0,0,0,189,302,247,0,0,0,242,0,0,0.0731083789256198,75.436627107438,0.652373966942149,55.9917355371901,0.156690743801653,0.000765667876033058,0.00278718910793388,3.65013515702479e-05,0.00153437721206612,0.00029373272677686,0.000105084886280992,"Low","Low","Medium","Low","Low","Low","Low","Low","Low","Low"
"6",6,35.5,-14.96599,25776,11,102,1232709.98787,"23971,23972,23973,23974,23975,23976,23977,23978,23979,23980,NA,24331,24332,24333,24334,24335,24336,24337,24338,24339,24340,24341,24691,24692,24693,24694,24695,24696,24697,24698,24699,24700,24701,25051,25052,25053,25054,25055,25056,25057,25058,25059,25060,25061,25411,25412,25413,25414,25415,25416,25417,25418,25419,25420,25421,25771,25772,25773,25774,25775,25776,25777,25778,25779,25780,25781,26131,26132,26133,26134,26135,26136,26137,26138,26139,26140,NA,26491,26492,26493,26494,26495,26496,26497,26498,26499,NA,NA,26851,26852,26853,26854,26855,26856,26857,NA,NA,NA,NA,27211,27212,27213,27214,27215,27216,NA,NA,NA,NA,NA,27571,27572,27573,27574,27575,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,48535.67327,0,12364.3,0,0,1024730.00095,109987.11365,0,0,61932.48891,0,0,0,0,0,0,0,503415.85537,667361.64359,0,0,0,0,0,0,0,267,120,70,76,242,11,221,28,17,12,32,222,176,1,29,13,32,15,0,0,0,0,0,0,164,0,195,0,0,265,129,0,0,184,0,0,0,0,0,0,0,249,260,0,0,0,0,0,0,0,0.117377152941176,99.8681607843137,1.06808725490196,99.5331460784314,0.177328717607843,0.00100101068196078,0.0252955820588235,0.000194559537254902,0.0191388593382353,0,0.000152212037058824,"Low","Low","High","Low","Low","Low","Low","Medium",NA,"Low"
"7",7,-63.5,-32.51474,31437,7,49,605850.7,"30354,30355,30356,30357,30358,30359,30360,30714,30715,30716,30717,30718,30719,30720,31074,31075,31076,31077,31078,31079,31080,31434,31435,31436,31437,31438,31439,31440,31794,31795,31796,31797,31798,31799,31800,32154,32155,32156,32157,32158,32159,32160,32514,32515,32516,32517,32518,32519,32520",0,0,0,0,0,12364.3,0,0,370929,0,0,49457.2,0,173100.2,0,0,0,0,0,0,0,0,185464.5,0,0,123643,0,296743.2,0,0,0,0,119,40,37,42,98,9,108,9,1,18,23,77,60,2,9,12,22,13,0,0,0,0,0,91,0,0,49,0,0,111,0,59,0,0,0,0,0,0,0,0,90,0,0,83,0,83,0,0,0,0,0.259906759183673,99.9295020408163,3.60160322428571,98.4580510204082,0.386904184489796,0.000843900673469388,0.10172488,0.0540514946265306,0.0335217943632653,0,0.113446989987347,"Medium","Low","High","Low","Low","Medium","Medium","Medium",NA,"Medium"
"8",8,30.5,61.20787,2371,5,25,301814.39834,"1649,1650,1651,1652,1653,2009,2010,2011,2012,2013,2369,2370,2371,2372,2373,2729,2730,2731,2732,2733,3089,3090,3091,3092,3093",0,0,208354.53825,0,81095.56009,0,0,0,0,0,0,0,0,0,0,24728.6,37092.9,0,0,0,178782.46523,0,0,61210.43311,0,0,0,0,0,0,0,0,60,27,14,19,59,1,49,8,3,0,0,60,25,0,4,1,20,9,0,0,58,0,56,0,0,0,0,0,0,0,0,0,0,46,44,0,0,0,59,0,0,38,0,0,0,0,0,0,0,0,0.158134544,98.294688,1.75767932,72.096908,0.10250740968,1e-04,0.006776707932,0.0012085549068,0.000218683336,0,0.0001203560748,"Medium","Low","High","Low","Low","Low","Low","Low",NA,"Low"
"9",9,-74.5,41.82327,6586,3,8,98750.50863,"6225,6226,6227,6585,6586,6587,6945,6946,NA",0,0,0,0,98750.50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74185.8,0,0,0,0,0,0,0,0,12210.06824,12354.64039,0,0,62,29,16,17,60,2,57,4,1,1,2,59,30,0,5,0,16,11,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,55,58,0,0,0.311007375,99.87685,3.20947775,95.85225,0.363900475,1e-04,0.018126045,0.0021114381625,0.01382697125,0,0.0058105836625,"Medium","Low","High","Low","Low","Low","Low","Medium",NA,"Low"
"10",10,128.5,-18.09588,26949,1,1,12364.3,"26949",0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,34,19,6,9,32,2,30,4,0,0,3,31,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0.0254417,43.5897,0.0587222,100,0,1e-04,0,0,0,0,0,"Low","Low","High",NA,"Low",NA,NA,NA,NA,NA
