"","id","x","y","HBWID","focal","ncell","area","neighbours","nothing","biome_area_1","biome_area_2","biome_area_3","biome_area_4","biome_area_5","biome_area_6","biome_area_7","biome_area_8","biome_area_9","biome_area_10","biome_area_11","biome_area_12","biome_area_13","biome_area_14","LC_0","LC_1","LC_2","LC_3","LC_4","LC_5","LC_6","LC_7","LC_8","LC_9","LC_10","LC_11","LC_12","LC_13","LC_14","LC_15","LC_16","srTotal","srCarnivore","srOmnivore","srHerbivore","srNonthreatened","srThreatened","lt10kg","lt100kg","gt100kg","rs1","rs2","rs3","nocturnal","crepuscular","diurnal","crep_diurn","noct_crep_diurn","noct_crep","nothing","biome_1","biome_2","biome_3","biome_4","biome_5","biome_6","biome_7","biome_8","biome_9","biome_10","biome_11","biome_12","biome_13","biome_14","LC_sp_0","LC_sp_1","LC_sp_2","LC_sp_3","LC_sp_4","LC_sp_5","LC_sp_6","LC_sp_7","LC_sp_8","LC_sp_9","LC_sp_10","LC_sp_11","LC_sp_12","LC_sp_13","LC_sp_14","LC_sp_15","LC_sp_16","h_mean","h_pc0","fer_mean","fer_pc","irr_area_p","rice_ha","cereal_ha","wheat_ha","maize_ha","oil_p_ha","soy_ha","h_mean_cut","fer_mean_cut","fer_pc_cut","irr_area_p_cut","rice_ha_cut","cereal_ha_cut","wheat_ha_cut","maize_ha_cut","oil_p_ha_cut","soy_ha_cut"
"1",1,-106.5,35.41933,8354,3,9,111278.7,"7993,7994,7995,8353,8354,8355,8713,8714,8715",0,0,0,86550.1,0,0,0,24728.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37092.9,0,0,74185.8,0,0,0,0,0,0,127,43,46,38,124,1,117,9,1,3,16,108,72,0,17,0,19,19,0,0,0,100,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,126,0,0,0,0,0,0,0.0945821,95.0749555555556,0.0216043222222222,30.8642,1.40685866666667,1e-04,0.000889593266666667,0.000284788588888889,0.000162962933333333,0,0,"Low","Low","Low","Low","Low","Low","Low","Low",NA,NA
"2",2,-61.5,3.20602,19199,1,1,12364.3,"19199",0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,77,75,44,179,6,183,12,1,0,5,191,150,0,13,5,16,12,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907583,70.1389,0.16775,75,0.238675,0.000430556,0.00211111,0,0.00164583,0,0,"Low","Low","Medium","Low","Low","Low",NA,"Low",NA,NA
"3",3,-104.5,34.20122,8716,1,1,12364.3,"8716",0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,72,27,25,20,71,1,65,6,1,0,5,67,47,0,5,0,7,13,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0.097881,98.8095,0.06775,75,0.601375,1e-04,0.000845238,0.000541667,0,0,0,"Low","Low","Medium","Low","Low","Low","Low",NA,NA,NA
"4",4,101.5,55.48388,3522,1,1,12364.3,"3522",0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,55,24,13,18,54,1,45,7,3,0,1,54,19,0,6,2,21,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0.0899632,100,1.1335,92.8571,0,1e-04,0.000392857,0,0.000349206,0,0.000202381,"Low","Low","High",NA,"Low","Low",NA,"Low",NA,"Low"
"5",5,92.5,35.41933,8553,3,9,111278.7,"8192,8193,8194,8552,8553,8554,8912,8913,8914",0,0,0,0,0,0,24728.6,86550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74185.8,0,0,0,0,0,37092.9,44,13,6,25,35,8,29,10,5,1,3,40,13,0,4,6,16,5,0,0,0,0,0,0,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,40,0.0210375777777778,31.7339816666667,0.00310802466666667,56.1728333333333,0.0254866666666667,1e-04,9.39153111111111e-06,9.39153111111111e-06,0,0,0,"Low","Low","Medium","Low","Low","Low","Low",NA,NA,NA
"6",6,16.5,53.75572,3797,1,1,10539.92178,"3797",0,0,0,0,10539.92178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10539.92178,0,0,0,0,0,0,0,0,0,0,0,53,29,13,11,53,0,46,5,2,0,0,53,25,0,3,0,14,10,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0.51959,99.5516,21.8204,100,0.404706,1e-04,0.194369,0.0639802,0.00127778,0,0,"High","Medium","High","Low","Low","Medium","Medium","Low",NA,NA
"7",7,53.5,68.25572,1314,3,7,66710.12428,"NA,954,955,1313,1314,NA,1673,1674,1675",0,37092.9,29617.22428,0,0,0,0,0,0,0,0,0,0,0,0,6453.95655,0,0,0,0,0,0,15050.83056,37092.9,0,8112.43717,0,0,0,0,0,0,37,12,10,15,35,2,28,6,3,0,0,37,11,0,5,2,13,5,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,25,36,0,6,0,0,0,0,0,0,0.0303670994285714,52.7554714285714,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"8",8,13.5,11.27734,16394,1,1,12364.3,"16394",0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,94,44,26,23,89,2,69,19,6,1,4,89,61,0,8,4,11,10,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0.559016,100,0.3335,100,0.05525,0.00334028,0.0838125,0,0.00977778,0,1.38889e-05,"High","Low","High","Low","Low","Low",NA,"Low",NA,"Low"
"9",9,18.5,-16.00372,26119,1,1,12364.3,"26119",0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,78,35,22,21,76,2,54,17,7,0,2,76,45,1,8,5,12,7,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0.0306833,98.7179,0.006,100,0,1e-04,0.00212179,0,0.00135256,0,0,"Low","Low","High",NA,"Low","Low",NA,"Low",NA,NA
"10",10,110.5,36.65617,8211,1,1,12364.3,"8211",0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,55,22,16,17,52,3,47,7,1,0,4,51,25,1,7,3,11,8,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0.421442,100,17.713,100,0.52392,1e-04,0.0859611,0.0374611,0.0234722,0,0.0204778,"High","Medium","High","Low","Low","Low","Medium","Low",NA,"Low"
"11",11,31.5,-19.1512,27212,1,1,12364.3,"27212",0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,143,73,32,38,138,3,115,19,9,0,10,133,100,1,12,7,12,11,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0.187053,100,4.34181,100,0.0138571,1e-04,0.042782,0.000397436,0.0385833,0,0.000615385,"Medium","Low","High","Low","Low","Low","Low","Low",NA,"Low"
"12",12,106.5,17.47459,14327,1,1,8798.45521,"14327",0,0,0,0,0,0,0,0,0,0,0,0,8798.45521,0,0,0,0,8798.45521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,80,46,35,128,26,144,14,3,7,24,130,111,1,22,3,17,7,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375054,97.9381,14.7993,100,2.91464,0.06,0.0633056,0,0.00335417,0,0,"High","Medium","High","Low","Low","Low",NA,"Low",NA,NA
