"","id","x","y","HBWID","focal","ncell","area","neighbours","nothing","biome_area_1","biome_area_2","biome_area_3","biome_area_4","biome_area_5","biome_area_6","biome_area_7","biome_area_8","biome_area_9","biome_area_10","biome_area_11","biome_area_12","biome_area_13","biome_area_14","LC_0","LC_1","LC_2","LC_3","LC_4","LC_5","LC_6","LC_7","LC_8","LC_9","LC_10","LC_11","LC_12","LC_13","LC_14","LC_15","LC_16","srTotal","srCarnivore","srOmnivore","srHerbivore","srNonthreatened","srThreatened","lt10kg","lt100kg","gt100kg","rs1","rs2","rs3","nocturnal","crepuscular","diurnal","crep_diurn","noct_crep_diurn","noct_crep","nothing","biome_1","biome_2","biome_3","biome_4","biome_5","biome_6","biome_7","biome_8","biome_9","biome_10","biome_11","biome_12","biome_13","biome_14","LC_sp_0","LC_sp_1","LC_sp_2","LC_sp_3","LC_sp_4","LC_sp_5","LC_sp_6","LC_sp_7","LC_sp_8","LC_sp_9","LC_sp_10","LC_sp_11","LC_sp_12","LC_sp_13","LC_sp_14","LC_sp_15","LC_sp_16","h_mean","h_pc0","fer_mean","fer_pc","irr_area_p","rice_ha","cereal_ha","wheat_ha","maize_ha","oil_p_ha","soy_ha","h_mean_cut","fer_mean_cut","fer_pc_cut","irr_area_p_cut","rice_ha_cut","cereal_ha_cut","wheat_ha_cut","maize_ha_cut","oil_p_ha_cut","soy_ha_cut"
"1",1,-96.5,45.98897,5484,5,25,309107.5,"4762,4763,4764,4765,4766,5122,5123,5124,5125,5126,5482,5483,5484,5485,5486,5842,5843,5844,5845,5846,6202,6203,6204,6205,6206",0,0,0,0,74185.8,234921.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37092.9,0,0,0,0,0,0,247286,0,24728.6,0,0,82,31,27,24,81,1,73,7,2,0,0,82,39,0,11,0,17,15,0,0,0,0,67,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,80,0,64,0,0,0.62319588,99.97436,42.11138,100,1.34802046,1e-04,0.2694030676,0.10291957956,0.139834570712,0,0.17050645068,"High","High","High","Low","Low","High","Medium","Medium",NA,"Medium"
"2",2,124.5,-32.51474,31625,13,93,1127193.34144,"29459,29460,29461,29462,29463,29464,29465,29466,29467,29468,29469,29470,29471,29819,29820,29821,29822,29823,29824,29825,29826,29827,29828,29829,29830,29831,30179,30180,30181,30182,30183,30184,30185,30186,30187,30188,30189,30190,30191,30539,30540,30541,30542,30543,30544,30545,30546,30547,30548,30549,30550,30551,30899,30900,30901,30902,30903,30904,30905,30906,30907,30908,30909,30910,30911,31259,31260,31261,31262,31263,31264,31265,31266,31267,31268,31269,31270,31271,31619,31620,31621,31622,31623,31624,31625,31626,NA,NA,NA,NA,NA,31979,31980,31981,31982,31983,31984,NA,NA,NA,NA,NA,NA,NA,32339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,869417.77843,0,257775.56301,0,0,0,0,0,36828.32331,0,0,0,0,0,0,1033688.61247,10001.17316,0,0,0,46675.2325,0,0,0,0,70,40,14,16,60,7,66,4,0,9,20,41,56,0,1,0,5,8,0,0,0,0,0,0,0,53,0,49,0,0,0,0,0,33,0,0,0,0,0,0,62,17,0,0,0,35,0,0,0,0,0.0758208745591398,62.7259807526882,0.790797002494624,56.7144537634409,0.000125510752688172,1e-04,0.0163765798634409,0.0113479547967742,0,0,0,"Low","Low","Medium","Low","Low","Low","Low",NA,NA,NA
"3",3,71.5,41.82327,6732,3,9,111278.7,"6371,6372,6373,6731,6732,6733,7091,7092,7093",0,0,0,0,0,24728.6,0,86550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111278.7,0,0,0,0,0,0,81,34,17,30,73,6,67,10,4,2,11,68,41,0,10,8,12,10,0,0,0,0,0,78,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0.206302444444444,99.4801111111111,10.395511,100,12.7173737777778,0.00218858914,0.0479484888888889,0.0346140855555556,0.00262176777777778,0,0,"Medium","Medium","High","High","Low","Low","Low","Low",NA,NA
"4",4,159.5,68.25572,1420,5,15,184239.85472,"NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418,1419,1420,1421,1422,1778,1779,1780,1781,1782,2138,2139,2140,2141,2142",0,134782.65472,49457.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184239.85472,0,0,0,0,0,0,0,0,0,39,13,7,19,38,1,31,5,3,0,1,38,9,0,7,2,18,3,0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0.0302161673333333,61.8557106666667,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"5",5,-1.5,5.2116,18539,7,26,302492.11653,"17456,17457,17458,17459,17460,17461,17462,17816,17817,17818,17819,17820,17821,17822,18176,18177,18178,18179,18180,18181,18182,18536,18537,18538,18539,18540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,157701.33372,144790.78281,0,0,33087.06,0,22243.66549,0,0,0,0,0,61821.5,37092.9,0,0,0,0,148246.99104,0,0,242,110,69,62,210,13,205,27,10,10,46,186,172,0,25,13,20,12,0,0,0,0,0,0,0,0,0,0,0,227,216,0,0,194,0,144,0,0,0,0,0,217,180,0,0,0,0,233,0,0,0.389772076923077,99.8493923076923,0.815980769230769,100,0.128689423076923,0.00648531153846154,0.0497398603846154,0,0.0379732976923077,0.00501388956153846,2.43055461538462e-05,"Medium","Low","High","Low","Low","Low",NA,"Medium","Medium","Low"
"6",6,3.5,20.64921,13144,1,1,12364.3,"13144",0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,18,7,7,4,15,3,12,6,0,0,3,15,6,0,1,3,0,8,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"7",7,-88.5,40.49479,6932,1,1,12364.3,"6932",0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,49,21,16,12,48,1,46,3,0,0,0,49,23,0,7,0,11,8,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0.739747,100,77.5023,100,0.541944,1e-04,0.449125,0.00434896,0.443182,0,0.42326,"High","High","High","Low","Low","High","Low","High",NA,"High"
"8",8,18.5,27.21765,10999,11,103,1260249.05118,"NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9554,9555,NA,NA,NA,NA,NA,9561,9562,9563,9564,9914,9915,9916,9917,9918,NA,NA,9921,9922,9923,9924,10274,10275,10276,10277,10278,10279,10280,10281,10282,10283,10284,10634,10635,10636,10637,10638,10639,10640,10641,10642,10643,10644,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11354,11355,11356,11357,11358,11359,11360,11361,11362,11363,11364,11714,11715,11716,11717,11718,11719,11720,11721,11722,11723,11724,12074,12075,12076,12077,12078,12079,12080,12081,12082,12083,12084,12434,12435,12436,12437,12438,12439,12440,12441,12442,12443,12444,12794,12795,12796,12797,12798,12799,12800,12801,12802,12803,12804",0,0,0,0,0,0,0,1239239.78717,0,21009.26401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260249.05118,62,19,28,15,54,5,55,7,0,2,14,46,32,0,8,4,3,14,0,0,0,0,0,0,0,62,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.0195798291262136,8.05965330097087,0.0204038925242718,2.48236679611651,0.17559828592233,1e-04,0.000579283359223301,0.00029499167961165,1.2758227184466e-06,0,0,"Low","Low","Low","Low","Low","Low","Low","Low",NA,NA
"9",9,103.5,50.49615,4604,7,49,605850.7,"3521,3522,3523,3524,3525,3526,3527,3881,3882,3883,3884,3885,3886,3887,4241,4242,4243,4244,4245,4246,4247,4601,4602,4603,4604,4605,4606,4607,4961,4962,4963,4964,4965,4966,4967,5321,5322,5323,5324,5325,5326,5327,5681,5682,5683,5684,5685,5686,5687",0,0,197828.8,61821.5,0,24728.6,74185.8,234921.7,0,0,0,0,0,0,0,0,0,0,0,0,259650.3,0,0,0,0,346200.4,0,0,0,0,0,0,114,37,22,55,103,7,94,13,7,2,4,108,40,0,14,8,38,13,0,0,78,85,0,105,68,69,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,110,0,0,0,0,0,0,0.0829735102040816,96.4313693877551,0.262995159183673,52.2093518367347,0.197167941020408,1e-04,0.00352858203877551,0.00286050163469388,0.000142806157142857,0,8.43648224489796e-05,"Low","Low","Medium","Low","Low","Low","Low","Low",NA,"Low"
"10",10,-38.5,-6.81208,22822,7,42,511559.9168,"21739,21740,21741,NA,NA,NA,NA,22099,22100,22101,22102,22103,NA,NA,22459,22460,22461,22462,22463,22464,22465,22819,22820,22821,22822,22823,22824,22825,23179,23180,23181,23182,23183,23184,23185,23539,23540,23541,23542,23543,23544,23545,23899,23900,23901,23902,23903,23904,NA",0,0,0,0,0,0,0,474672.60244,0,0,0,0,36887.31436,0,0,0,0,0,0,0,0,0,12364.3,0,462308.30244,0,0,0,0,36887.31436,0,0,170,75,61,32,150,10,159,9,1,2,11,156,126,2,14,3,13,11,0,0,0,0,0,0,0,168,0,0,0,0,147,0,0,0,0,0,0,0,0,0,140,0,169,0,0,0,0,148,0,0,0.145364380952381,99.1602785714286,2.452504,100,0.63596275952381,0.00217836743809524,0.0233425041428571,0,0.0205636458095238,0,0.000266369228571429,"Low","Low","High","Low","Low","Low",NA,"Low",NA,"Low"
