"","id","x","y","HBWID","focal","ncell","area","neighbours","nothing","biome_area_1","biome_area_2","biome_area_3","biome_area_4","biome_area_5","biome_area_6","biome_area_7","biome_area_8","biome_area_9","biome_area_10","biome_area_11","biome_area_12","biome_area_13","biome_area_14","LC_0","LC_1","LC_2","LC_3","LC_4","LC_5","LC_6","LC_7","LC_8","LC_9","LC_10","LC_11","LC_12","LC_13","LC_14","LC_15","LC_16","srTotal","srCarnivore","srOmnivore","srHerbivore","srNonthreatened","srThreatened","lt10kg","lt100kg","gt100kg","rs1","rs2","rs3","nocturnal","crepuscular","diurnal","crep_diurn","noct_crep_diurn","noct_crep","nothing","biome_1","biome_2","biome_3","biome_4","biome_5","biome_6","biome_7","biome_8","biome_9","biome_10","biome_11","biome_12","biome_13","biome_14","LC_sp_0","LC_sp_1","LC_sp_2","LC_sp_3","LC_sp_4","LC_sp_5","LC_sp_6","LC_sp_7","LC_sp_8","LC_sp_9","LC_sp_10","LC_sp_11","LC_sp_12","LC_sp_13","LC_sp_14","LC_sp_15","LC_sp_16","h_mean","h_pc0","fer_mean","fer_pc","irr_area_p","rice_ha","cereal_ha","wheat_ha","maize_ha","oil_p_ha","soy_ha","h_mean_cut","fer_mean_cut","fer_pc_cut","irr_area_p_cut","rice_ha_cut","cereal_ha_cut","wheat_ha_cut","maize_ha_cut","oil_p_ha_cut","soy_ha_cut"
"1",1,32.5,24.99018,11733,7,44,524932.44206,"10650,10651,10652,10653,10654,10655,10656,11010,11011,11012,11013,11014,NA,NA,11370,11371,11372,11373,11374,NA,NA,11730,11731,11732,11733,11734,11735,NA,12090,12091,12092,12093,12094,12095,12096,12450,12451,12452,12453,12454,12455,12456,12810,12811,12812,12813,12814,12815,12816",0,0,0,0,0,0,0,524932.44206,0,0,0,0,0,0,0,6948.35022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517984.09184,71,33,25,13,64,6,59,10,2,0,8,63,36,0,3,6,5,21,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,-0.000167085454545455,0.129026318181818,2.98503819545455,13.3657990909091,1.45040525454545,6.12512786363636e-05,0.0138871489545455,0.00594564783636364,0.00506884047727273,0,3.99288104545455e-05,"Low","Low","Low","Low","Low","Low","Low","Low",NA,"Low"
"2",2,68.5,65.69124,1689,1,1,12364.3,"1689",0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,36,13,8,15,36,0,29,5,2,0,0,36,10,0,5,1,16,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0.0320599,34.2949,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"3",3,-91.5,44.56747,5849,5,25,309107.5,"5127,5128,5129,5130,5131,5487,5488,5489,5490,5491,5847,5848,5849,5850,5851,6207,6208,6209,6210,6211,6567,6568,6569,6570,6571",0,0,0,0,197828.8,86550.1,0,0,0,0,0,0,0,0,0,24728.6,0,0,0,0,74185.8,0,0,0,0,0,0,98914.4,0,111278.7,0,0,76,33,22,21,75,1,69,5,2,0,0,76,35,0,8,0,20,13,0,0,0,0,69,57,0,0,0,0,0,0,0,0,0,52,0,0,0,0,63,0,0,0,0,0,0,63,0,63,0,0,0.53381168,99.500856,30.5803638875,92.3611083333333,0.85219609652,1e-04,0.16327816532,0.0011895152168,0.1555509529532,0,0.108140401976,"High","Medium","High","Low","Low","Medium","Low","High",NA,"High"
"4",4,56.5,61.20787,2397,1,1,12364.3,"2397",0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,45,22,11,12,44,1,37,6,2,0,0,45,16,0,4,1,17,6,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0.0505337,94.3333,0.150029,88.2353,0,1e-04,0.00382,0.00175667,5.33333e-05,0,2.66667e-05,"Low","Low","High",NA,"Low","Low","Low","Low",NA,"Low"
"5",5,118.5,27.21765,11099,5,22,264125.01746,"10377,10378,10379,10380,10381,10737,10738,10739,10740,10741,11097,11098,11099,11100,11101,11457,11458,11459,11460,NA,11817,11818,11819,NA,NA",0,0,0,0,74185.8,0,0,0,0,0,0,0,189939.21746,0,0,29392.83899,0,12364.3,0,0,197639.27847,0,0,0,0,0,0,24728.6,0,0,0,0,117,63,31,23,105,9,100,16,1,0,9,108,77,1,12,4,15,8,0,0,0,0,100,0,0,0,0,0,0,0,109,0,0,92,0,82,0,0,116,0,0,0,0,0,0,82,0,0,0,0,0.386192409090909,99.3431045454546,34.6034818181818,100,8.86540318181818,0.131845913636364,0.143819872727273,0.00764737315909091,0.00301731654545455,0,0.009490735,"High","Medium","High","Medium","Medium","Medium","Low","Low",NA,"Low"
"6",6,47.5,-23.44568,28668,1,1,10163.84098,"28668",0,0,0,0,0,0,0,0,0,0,0,0,10163.84098,0,0,10163.84098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,12,6,43,5,48,0,0,6,40,2,21,1,4,3,14,5,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280493,100,0.0866667,100,1.8257,0.0157917,0.0162143,5.95238e-05,0.000232143,0,0,"Medium","Low","High","Low","Low","Low","Low","Low",NA,NA
"7",7,16.5,-10.86114,24317,1,1,12364.3,"24317",0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,120,43,33,44,113,1,93,20,7,0,18,102,73,1,13,7,18,8,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0.140958,100,0.0195625,100,0,1e-04,0.0164861,0,0.0136389,0.000131944,0,"Medium","Low","High",NA,"Low","Low",NA,"Low","Low",NA
"8",8,-111.5,65.69124,1509,9,64,734267.79683,"NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,785,786,787,788,789,790,791,792,793,1145,1146,1147,1148,1149,1150,1151,1152,1153,1505,1506,1507,1508,1509,1510,1511,1512,1513,1865,1866,1867,1868,1869,1870,1871,1872,1873,2225,2226,2227,2228,2229,2230,2231,2232,2233,2585,2586,2587,2588,2589,2590,2591,2592,2593,2945,2946,2947,2948,2949,2950,2951,2952,2953",0,445114.8,264424.39683,0,0,0,0,0,0,0,0,0,0,0,0,64235.27186,222557.4,0,0,0,24728.6,0,244087.97205,24728.6,12364.3,141565.65292,0,0,0,0,0,0,57,21,14,22,56,1,43,9,5,0,2,55,21,0,6,3,16,11,0,33,56,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,46,0,44,39,35,18,0,0,0,0,0,0,0.0170340603296875,21.74511884375,0.033474608328125,15.14538921875,2.3637890625e-05,1e-04,0.0002083616640625,8.739658125e-05,0,0,0,"Low","Low","Low","Low","Low","Low","Low",NA,NA,NA
"9",9,-71.5,2.20485,19549,5,25,309107.5,"18827,18828,18829,18830,18831,19187,19188,19189,19190,19191,19547,19548,19549,19550,19551,19907,19908,19909,19910,19911,20267,20268,20269,20270,20271",0,0,0,0,0,0,0,0,0,0,0,12364.3,49457.2,247286,0,0,0,234921.7,0,0,0,0,0,0,37092.9,37092.9,0,0,0,0,0,0,286,106,102,77,245,19,270,13,3,9,38,239,212,1,27,4,26,16,0,0,0,0,0,0,0,0,0,0,0,205,286,205,0,0,0,230,0,0,0,0,0,0,243,187,0,0,0,0,0,0,0.068267436,68.861112,0.856,61,0.2177792,0.002188055112,0.0032269382536,2.111112e-05,0.0009644444576,0.000531666748,0.000505833072,"Low","Low","Medium","Low","Low","Low","Low","Low","Medium","Low"
"10",10,136.5,-21.28275,28037,5,25,309107.5,"27315,27316,27317,27318,27319,27675,27676,27677,27678,27679,28035,28036,28037,28038,28039,28395,28396,28397,28398,28399,28755,28756,28757,28758,28759",0,0,0,0,0,0,0,197828.8,0,0,0,111278.7,0,0,0,0,0,0,0,0,0,0,309107.5,0,0,0,0,0,0,0,0,0,59,36,10,13,54,4,57,2,0,1,7,51,49,0,0,0,3,7,0,0,0,0,0,0,0,45,0,0,0,47,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0.024526538,34.4114728,0.03210166672,29.75,0,1e-04,0,0,0,0,0,"Low","Low","Low",NA,"Low",NA,NA,NA,NA,NA
