"","id","x","y","HBWID","focal","ncell","area","neighbours","nothing","biome_area_1","biome_area_2","biome_area_3","biome_area_4","biome_area_5","biome_area_6","biome_area_7","biome_area_8","biome_area_9","biome_area_10","biome_area_11","biome_area_12","biome_area_13","biome_area_14","LC_0","LC_1","LC_2","LC_3","LC_4","LC_5","LC_6","LC_7","LC_8","LC_9","LC_10","LC_11","LC_12","LC_13","LC_14","LC_15","LC_16","srTotal","srCarnivore","srOmnivore","srHerbivore","srNonthreatened","srThreatened","lt10kg","lt100kg","gt100kg","rs1","rs2","rs3","nocturnal","crepuscular","diurnal","crep_diurn","noct_crep_diurn","noct_crep","nothing","biome_1","biome_2","biome_3","biome_4","biome_5","biome_6","biome_7","biome_8","biome_9","biome_10","biome_11","biome_12","biome_13","biome_14","LC_sp_0","LC_sp_1","LC_sp_2","LC_sp_3","LC_sp_4","LC_sp_5","LC_sp_6","LC_sp_7","LC_sp_8","LC_sp_9","LC_sp_10","LC_sp_11","LC_sp_12","LC_sp_13","LC_sp_14","LC_sp_15","LC_sp_16","h_mean","h_pc0","fer_mean","fer_pc","irr_area_p","rice_ha","cereal_ha","wheat_ha","maize_ha","oil_p_ha","soy_ha","h_mean_cut","fer_mean_cut","fer_pc_cut","irr_area_p_cut","rice_ha_cut","cereal_ha_cut","wheat_ha_cut","maize_ha_cut","oil_p_ha_cut","soy_ha_cut"
"1",1,100.5,30.64625,10001,1,1,12364.3,"10001",0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,82,33,22,27,72,9,60,17,5,0,11,71,34,1,8,8,20,11,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0.281346,100,0.0473889,100,0.030913,1e-04,0.00168452,0,0.000119048,0,0.000357143,"Medium","Low","High","Low","Low","Low",NA,"Low",NA,"Low"
"2",2,-44.5,65.69124,1576,3,9,111275.67589,"1215,1216,1217,1575,1576,1577,1935,1936,1937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111275.67589,0,4,3,1,0,3,1,2,1,1,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,0,1e-04,0,0,0,0,0,NA,NA,NA,NA,"Low",NA,NA,NA,NA,NA
"3",3,-71.5,-1.79614,20989,1,1,12364.3,"20989",0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,71,64,44,158,10,166,12,1,0,6,173,134,0,19,2,15,9,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171903,58.3333,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"4",4,5.5,6.21665,18186,1,1,12278.81246,"18186",0,0,0,0,0,0,0,0,0,0,0,0,12278.81246,0,0,0,0,12278.81246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,46,37,33,108,7,99,13,4,1,12,103,82,0,10,5,12,7,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551518,100,1.1545,100,0.211375,0.0241806,0.0849722,0,0.0417014,0.201201,0.00572917,"High","Low","High","Low","Medium","Medium",NA,"Medium","High","Low"
"5",5,11.5,28.34806,10632,1,1,12364.3,"10632",0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,15,2,9,4,13,2,11,4,0,0,0,15,7,0,1,2,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"6",6,48.5,18.52613,13909,3,9,111278.7,"13548,13549,13550,13908,13909,13910,14268,14269,14270",0,0,0,0,0,0,0,111278.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111278.7,21,8,10,3,20,1,17,4,0,0,0,21,11,0,1,1,0,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-0.000222222222222222,0,0,0,0,1e-04,0,0,0,0,0,"Low",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"7",7,14.5,13.32453,15675,1,1,12364.3,"15675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,66,24,26,16,63,2,49,15,2,1,0,65,39,0,7,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0.0680381,73.0159,0.252,100,0.418975,1e-04,0.0466667,0,0.00972917,0,0,"Low","Low","High","Low","Low","Medium",NA,"Low",NA,NA
"8",8,-60.5,-4.80158,22080,3,9,111278.7,"21719,21720,21721,22079,22080,22081,22439,22440,22441",0,0,0,0,0,0,0,0,0,0,0,0,111278.7,0,0,0,0,111278.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,74,87,51,184,10,199,11,1,7,15,189,141,0,41,3,17,9,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909385333333333,99.6142,0.0250833333333333,58.3333333333333,0.00180555555555556,1.54320888888889e-06,0.000171296311111111,0,0.000156635833333333,7.71604444444445e-07,0,"Low","Low","Medium","Low",NA,"Low",NA,"Low","Low",NA
"9",9,-67.5,-16.00372,26033,1,1,12364.3,"26033",0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,58,79,55,177,7,182,8,2,8,40,144,134,4,10,2,31,11,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112462,100,0.126125,100,0.00614286,0.000852564,0.00350641,0.000403846,0.00133333,0,0,"Low","Low","High","Low","Low","Low","Low","Low",NA,NA
"10",10,-1.5,8.23284,17459,3,9,111278.7,"17098,17099,17100,17458,17459,17460,17818,17819,17820",0,0,0,0,0,0,0,0,0,0,0,86550.1,24728.6,0,0,0,0,0,0,0,0,0,0,12364.3,74185.8,0,0,0,0,24728.6,0,0,223,102,65,55,202,9,187,27,9,3,35,185,156,0,24,11,18,14,0,0,0,0,0,0,0,0,0,0,0,217,191,0,0,0,0,0,0,0,0,0,0,185,189,0,0,0,0,191,0,0,0.30816,100,0.443194444444444,100,0.0949624444444444,0.00579398444444444,0.0452878,0,0.0291651222222222,0.00237037066666667,0,"Medium","Low","High","Low","Low","Medium",NA,"Medium","Low",NA
"11",11,69.5,44.56747,6010,3,9,111278.7,"5649,5650,5651,6009,6010,6011,6369,6370,6371",0,0,0,0,0,74185.8,0,37092.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111278.7,0,0,0,0,0,0,70,24,17,29,65,4,59,8,3,1,7,62,35,0,8,5,13,9,0,0,0,0,0,57,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0.0948239222222222,99.5098,0.0456987374444444,72.2222222222222,1.53358133333333,0.0003665572,0.00501796955555556,0,0.000819717722222222,0,0,"Low","Low","Medium","Low","Low","Low",NA,"Low",NA,NA
"12",12,46.5,-18.09588,26867,3,9,111278.7,"26506,26507,26508,26866,26867,26868,27226,27227,27228",0,0,0,0,0,0,0,0,0,0,0,0,37092.9,74185.8,0,0,0,0,0,0,0,0,0,0,111278.7,0,0,0,0,0,0,0,87,46,26,14,69,10,84,0,0,19,60,5,47,0,9,3,18,7,0,0,0,0,0,0,0,0,0,0,0,0,75,38,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0.208837,99.4717555555556,0.0724506711111111,100,2.03914631111111,0.0152538533333333,0.0183647188888889,0,0.00298510455555556,0,0,"Medium","Low","High","Low","Low","Low",NA,"Low",NA,NA
"13",13,70.5,26.09861,11411,1,1,12364.3,"11411",0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,45,17,18,10,44,1,38,7,0,0,6,39,25,0,6,1,4,9,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0.400229,100,6.85017,100,0.567136,0.00158333,0.152077,0.00623077,6.41026e-06,0,0,"High","Low","High","Low","Low","High","Low","Low",NA,NA
"14",14,76.5,31.81585,9617,1,1,12364.3,"9617",0,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,12364.3,0,0,0,0,0,0,0,0,0,0,0,86,42,21,23,80,6,68,14,4,2,9,75,56,1,3,9,8,9,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0.647471,100,27.658,100,8.77512,0.0374524,0.301649,0.151196,0.10844,0,0.000196429,"High","Medium","High","Medium","Medium","High","High","High",NA,"Low"
