"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.380981855986924,0.000237948517151744,0.622203536036477,0.227690009148355,0.138538588568908,0.519230122451516,0.526783093124685,0.744024814783125,0.295110664398418,0.682828327035332,0.413762896005089,0.246157337189523
"RMSE",0.66572093439124,0.649653957781893,0.777647354721149,1.09818099939988,0.848916356508165,0.910293237735996,0.683213342405005,0.745723852301255,0.616429361182041,0.437237832847112,0.743301722927374,0.180842596989907
