"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.281027981039742,0.101696727282005,0.365956019230969,0.000670698630171548,0.287449138598651,0.491411206994174,0.161804129133672,0.503875783181369,0.0935769152439388,0.255988798777424,0.254345739811212,0.168257712916179
"RMSE",1.30292179133116,0.780517259146345,0.988868166080433,1.30266731134945,0.550451471569029,0.525724088427389,0.770841504189115,0.691243453226324,0.768432671643489,0.967693166319318,0.864936088328205,0.274628233977015
