"","K=1","K=2","K=3","K=4","K=5","K=6","K=7","K=8","K=9","K=10","K=11","K=12","K=13","K=14","K=15","K=16","K=17","K=18","K=19","K=20"
"AIC",147.3450878613,132.216189196761,124.799349109201,129.501616218271,128.93264093189,136.112737557822,138.585301349853,142.479883950729,147.345548511676,148.556499646009,150.840797405996,154.69291871283,154.287025971006,156.507990767841,159.47043394983,161.704259637939,162.03273902441,163.151471007475,163.296296804828,163.405070458678
"RSquare",0.722795093996761,0.761714870687185,0.77874860740951,0.768096288435903,0.769412016609296,0.752246707544475,0.746044488407015,0.735958859435239,0.722793817048377,0.719416578547342,0.712933452693223,0.701659552975052,0.702868040953816,0.696195016275894,0.687060329339476,0.679991139859379,0.678938248399945,0.67532626134398,0.674855709355086,0.674501845609494
"RSA",627.155342138975,646.735636877541,628.072349675089,620.205695212538,642.639035938131,638.842619840854,653.361162726805,647.469892309169,649.48316196369,641.482061173003,644.077386448193,643.611127368742,650.924767008349,649.459204723222,650.880402590312,654.229287488554,656.264882878526,661.37231599183,659.258293502848,659.22813675832
