"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.279532634840152,0.370502706040114,0.00970418668002611,0.0365419480210929,0.0896522201925343,0.0913206905302189,0.85438115031238,0.192024173974509,0.836042864745007,0.335525434676717,0.309522801001275,0.307960856538867
"RMSE",0.563721450645065,0.643670492585741,0.718310514476593,0.820407161313802,0.68242290389315,1.02471403073373,1.06700223632796,0.826782838312581,0.730463399840638,1.00871841691745,0.808621344504671,0.17363429523408
