"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.843994521683041,0.718750191391687,0.568113639133832,0.840375422165059,0.404204252937932,0.67554667668193,0.815568412425899,0.844938769302291,0.515298779986724,0.528420443538493,0.675521110924689,0.162687014385704
"RMSE",50.7050027965639,50.6228554585321,50.9089381749683,52.4011625789454,51.5753575068309,51.0490982598805,49.7884711680865,51.9477657991287,50.7354829338103,51.6974023574358,51.1431537034182,0.763888350087443
