"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.49847448505933,0.779269386096044,0.657774809456915,0.702113339921359,0.878254108042936,0.674383829012882,0.570224854491283,0.660530617229834,0.697184990260076,0.75793674446027,0.687614716403093,0.106115437993616
"RMSE",48.0624433978459,49.9264738864749,47.0342329291249,47.9080757411848,47.4092900562172,47.6987806920957,46.3645964993084,46.6531649118043,47.7809754239478,47.161043172642,47.5999076710646,0.985202697593708
