"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.438674021675698,0.0910473647547047,0.0526980215301305,0.01909005080354,0.255501229288314,0.121371216128543,0.333143113564378,0.688776103959064,0.0913789039154999,0.473484189206598,0.256516421482647,0.222062397090531
"RMSE",0.616284916282493,1.27655664692875,0.876563857155761,0.85991748910469,0.736802432716768,0.983024120284915,0.897105076373924,0.725306822957999,0.747647216370885,0.535463558350349,0.825467213652654,0.207911407498847
