"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.302760502564145,0.0774450583975422,0.0413044328957832,0.189556945653224,0.00759753304891491,0.148915594828632,0.0688404117226197,0.000809698843483042,0.205992234716869,0.347639005979667,0.139086141865088,0.121155967546103
"RMSE",0.558369061941397,0.762728969987246,1.04940071940059,0.766755653177307,0.81529659219365,0.740383164026233,0.722375108500477,0.960385461437894,0.991738606213625,0.915182804449135,0.828261614132756,0.149317484815014
