"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.25151038323314,0.0263022337687465,0.0134770371856364,0.0510729207383145,0.122211772021267,0.435432417056629,0.0144927125963174,0.00145180693870773,0.618731317812345,0.381633393222964,0.191631599457407,0.219275169340598
"RMSE",0.573566466006928,0.715079662626208,1.03964861446512,0.620415428449018,0.657971148777139,0.631798300665742,0.701010184451989,0.695620454172603,0.631269753286268,0.729164493268043,0.699554450616905,0.129064258947834
