"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.553072463415474,0.75390021815978,0.436039339873779,0.380229797160717,0.878126178176711,0.438873389208974,0.541042733845597,0.667587832201838,0.397208503494855,0.343821020220812,0.538990147575854,0.176999554537493
"RMSE",53.1105803440345,53.4420260754453,51.6566204911694,52.1286409433181,53.4603898361211,52.4192146750519,52.4295813922232,53.2607357436922,53.4455759113033,52.1364121068804,52.748977751924,0.669027597576264
