"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.400079969429536,0.0231698442694147,0.0894185949589277,0.43153235439442,0.298027944005744,0.475292985362622,0.324206801328401,0.535101681984822,0.707763054661501,0.297953548060282,0.358254677845567,0.201997066929418
"RMSE",0.699699755787931,0.782126153668887,0.786604185099258,0.510656576048944,0.734433690174896,0.534995114439601,0.765584214094584,0.631107928115567,0.818620517676401,0.660131175416119,0.692395931052219,0.106790470891958
