"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","Mean","SD"
"Rsquare",0.48005539962588,0.477024302237997,0.782709983841487,0.775974976486232,0.872059895636662,0.657358469001413,0.823867205052913,0.695556315320016,0.622201267461377,0.818565281117725,0.70053730957817,0.140475441837195
"RMSE",48.4612904572973,47.9615496046633,49.1601603693585,47.9033653152266,49.3211408022077,48.4867515465412,48.8050646531992,48.5061552064839,49.0494555379695,47.1775542339678,48.4832487726915,0.658172566124208
