"","K=1","K=2","K=3","K=4","K=5","K=6","K=7","K=8","K=9","K=10","K=11","K=12","K=13","K=14","K=15","K=16","K=17","K=18","K=19","K=20"
"AIC",113.220648052728,105.909524458798,102.557437730295,102.723800862209,111.270409368611,115.650098504374,114.708849624806,116.674392917727,116.81467827359,119.393475989257,123.916198233525,125.699464347902,130.135187305915,131.759041787719,133.69604292961,137.251780359081,138.650428325386,137.565943055433,139.273650141479,140.017466161161
"RSquare",0.769632539572046,0.785874037402605,0.792932757224295,0.792587986968266,0.774081728977165,0.763967338276581,0.766178570137602,0.761537244498114,0.761202481416067,0.754964286960075,0.74362757053574,0.739014760778108,0.727177587296612,0.722711182508616,0.717287738431374,0.707054375134856,0.702928309807984,0.706132602085546,0.701071113008669,0.698839342215041
"RSA",687.526579301077,675.710137125515,697.9125373254,719.628076273863,741.054232870158,732.441790005211,746.346331168083,743.874590373945,752.754681779854,745.9793173783,739.636755220032,747.001765977216,744.479050664774,732.97413516174,730.792987656279,727.507571496511,725.893312925767,728.779094672276,729.536871063091,726.7169415119
